frame,time,phase,age,camera_pitch,barrel_pitch,sample_pitch,aim_weight,jump_weight,x,y,z,foot_x,foot_y,foot_z
1182,3.952206,2,0.938791,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.786703,8.676711,6.132371
1183,3.964559,2,0.951144,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.784070,8.675872,6.132371
1184,3.974843,2,0.961428,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.783853,8.676537,6.132371
1185,3.986397,2,0.972982,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.784181,8.677683,6.132371
1186,3.998088,2,0.984673,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.784508,8.678840,6.132371
1187,4.009732,2,0.996317,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.784806,8.677147,6.132371
1188,4.019779,2,1.006364,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.785055,8.675206,6.132371
1189,4.030683,2,1.017268,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.785329,8.673094,6.132371
1190,4.040991,2,1.027576,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.784484,8.671523,6.132371
1191,4.051550,2,1.038135,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.783236,8.670058,6.132371
1192,4.063618,2,1.050203,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.781808,8.668387,6.132371
1193,4.074940,2,1.061525,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.780148,8.668988,6.132371
1194,4.086664,2,1.073249,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.778305,8.670441,6.132371
1195,4.098505,2,1.085090,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.776446,8.671906,6.132371
1196,4.112430,2,1.099015,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.774817,8.674051,6.132371
1197,4.123480,2,1.110065,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.773591,8.675800,6.132371
1198,4.134302,2,1.120887,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.772574,8.677191,6.132371
1199,4.145205,2,1.131790,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.773525,8.675349,6.132371
1200,4.156428,2,1.143013,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.774501,8.673443,6.132371
1201,4.166150,2,1.152735,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.775352,8.671796,6.132371
1202,4.176410,2,1.162995,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.773633,8.671958,6.132371
1203,4.188714,2,1.175299,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.771410,8.672280,6.132371
1204,4.199761,2,1.186346,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.769405,8.672565,6.132371
1205,4.210712,2,1.197297,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.768294,8.672592,6.132371
1206,4.220708,2,1.207293,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.767295,8.672616,6.132371
1207,4.230280,2,1.216865,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.766340,8.672646,6.132371
1208,4.241573,2,1.228158,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.767379,8.671634,6.132371
1209,4.252475,2,1.239060,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.769173,8.670292,6.132371
1210,4.263403,2,1.249988,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.770963,8.668945,6.132371
1211,4.274526,2,1.261111,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.771873,8.668531,6.132371
1212,4.285203,2,1.271788,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.772371,8.668503,6.132371
1213,4.295916,2,1.282501,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.772876,8.668478,6.132371
1214,4.307126,2,1.293711,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.773082,8.667313,6.132371
1215,4.317840,2,1.304425,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.773099,8.665566,6.132371
1216,4.330696,2,1.317281,0.000000,-0.000000,0.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.773125,8.663471,6.132371
1217,4.730696,2,1.717281,0.000000,11.894309,0.000000,0.000000,0.000000,6000.000000,-1000.000000,90.000000,19.794094,8.639572,7.631979
1218,4.738118,3,0.000000,-45.000000,11.363926,0.000000,0.044533,0.000000,6000.000000,-1000.000000,90.000000,19.794909,8.639546,7.542624
1219,4.742714,3,0.004596,-45.000000,10.997556,-0.551544,0.072110,0.000000,6000.000000,-1000.000000,90.000000,19.795727,8.639791,7.487324
1220,4.755499,3,0.017382,-45.000000,9.817178,-2.085789,0.148822,0.000000,6000.000000,-1000.000000,90.000000,19.798020,8.640460,7.333571
1221,4.769271,3,0.031153,-45.000000,8.280091,-3.738332,0.231449,0.000000,6000.000000,-1000.000000,90.000000,19.800053,8.641240,7.168087
1222,4.783403,3,0.045285,-45.000000,6.415059,-5.434248,0.316245,0.000000,6000.000000,-1000.000000,90.000000,19.800245,8.642273,6.998409
1223,4.798364,3,0.060246,-45.000000,4.126584,-7.229531,0.406009,0.000000,6000.000000,-1000.000000,90.000000,19.800442,8.643367,6.818926
1224,4.812843,3,0.074725,-45.000000,1.598870,-8.967047,0.492885,0.000000,6000.000000,-1000.000000,90.000000,19.801394,8.641425,6.644988
1225,4.826056,3,0.087938,-45.000000,-0.969726,-10.552550,0.572160,0.000000,6000.000000,-1000.000000,90.000000,19.802343,8.639295,6.486562
1226,4.840168,3,0.102050,-45.000000,-3.989283,-12.245977,0.656832,0.000000,6000.000000,-1000.000000,90.000000,19.802948,8.639743,6.317755
1227,4.854814,3,0.116696,-45.000000,-7.422931,-14.003547,0.744710,0.000000,6000.000000,-1000.000000,90.000000,19.803117,8.643209,6.142889
1228,4.869214,3,0.131096,-45.000000,-11.093024,-15.731508,0.831108,0.000000,6000.000000,-1000.000000,90.000000,19.803583,8.646101,6.132371
1229,4.882838,3,0.144720,-45.000000,-14.833096,-17.366459,0.912856,0.000000,6000.000000,-1000.000000,90.000000,19.805328,8.646562,6.132371
1230,4.896288,3,0.158170,-45.000000,-18.782719,-18.980377,0.993552,0.000000,6000.000000,-1000.000000,90.000000,19.807042,8.647010,6.132371
1231,4.910614,3,0.172496,-45.000000,-20.699499,-20.699499,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.806383,8.645745,6.132371
1232,4.924449,3,0.186332,-45.000000,-22.359808,-22.359808,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.804908,8.643939,6.132371
1233,4.939123,3,0.201005,-45.000000,-24.120594,-24.120594,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.806373,8.642224,6.132371
1234,4.954224,3,0.216106,-45.000000,-25.932779,-25.932777,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.812676,8.640762,6.132371
1235,4.969212,3,0.231095,-45.000000,-27.731354,-27.731352,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.817790,8.639552,6.132371
1236,4.984137,3,0.246019,-45.000000,-29.522320,-29.522320,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.817387,8.639513,6.132371
1237,4.998482,3,0.260364,-45.000000,-31.243673,-31.243673,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.816992,8.639466,6.132371
1238,5.014096,3,0.275978,-45.000000,-33.117367,-33.117367,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.813244,8.639685,6.132371
1239,5.029409,3,0.291292,-45.000000,-34.954990,-34.954990,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.809219,8.639925,6.132371
1240,5.044827,3,0.306709,-45.000000,-36.805058,-36.805054,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.809664,8.640258,6.132371
1241,5.059043,3,0.320926,-45.000000,-38.511070,-38.511070,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.811500,8.640599,6.132371
1242,5.073289,3,0.335171,-45.000000,-40.220547,-40.220547,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.814072,8.640136,6.132371
1243,5.087659,3,0.349541,-45.000000,-41.944962,-41.944962,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.817519,8.638745,6.132371
1244,5.102459,3,0.364341,-45.000000,-43.720901,-43.720901,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.820224,8.637460,6.132371
1245,5.118609,3,0.380491,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.818548,8.636871,6.132371
1246,5.134476,3,0.396359,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.816971,8.636136,6.132371
1247,5.149137,3,0.411019,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.816499,8.633745,6.132371
1248,5.162400,3,0.424282,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.816066,8.631584,6.132371
1249,5.174758,3,0.436640,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.816329,8.629404,6.132371
1250,5.187404,3,0.449286,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.816968,8.627089,6.132371
1251,5.199845,3,0.461728,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.817591,8.624801,6.132371
1252,5.211970,3,0.473852,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.818164,8.626011,6.132371
1253,5.224526,3,0.486408,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.818754,8.627308,6.132371
1254,5.237833,3,0.499715,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.818557,8.626132,6.132371
1255,5.250405,3,0.512287,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.816876,8.620324,6.132371
1256,5.263382,3,0.525264,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.815135,8.614326,6.132371
1257,5.276014,3,0.537896,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.818110,8.613258,6.132371
1258,5.288825,3,0.550707,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.822806,8.613879,6.132371
1259,5.301387,3,0.563269,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.826394,8.614415,6.132371
1260,5.314450,3,0.576332,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.821609,8.614293,6.132371
1261,5.326787,3,0.588669,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.817097,8.614177,6.132371
1262,5.339524,3,0.601406,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.813951,8.612567,6.132371
